http://www.queensjournal.ca//story/2013-07-30/editorials/identity-limited/,"“The idea of a “gay community” itself perpetuates the notion that we’re nothing more than our sexual orientations. The concept is purely sexual and, subsequently, one-dimensional.I am not saying that LGBTQ communities are negative spaces in the least. In July, I attended Toronto Pride for my first time and I’ve never felt more accepted.”"
http://www.queensjournal.ca//story/2013-03-08/editorials/reclaiming-words/,
http://www.queensjournal.ca//story/2013-02-05/editorials/better-reaction/,"“A Tumblr page entitled “Queen’s is better than racism” called for Draeger’s removal from the AMS elections race, after an older YouTube video featuring Draeger in “brownface” circulated online.”"
http://www.queensjournal.ca//story/2013-01-29/editorials/team-bgp-gets-green-light/,“Their focus on both the arts and the LGBTQ communities — typically marginalized groups at Queen’s — is refreshing and indicative of the change in mindset they’ll bring to the AMS”
http://www.queensjournal.ca//story/2013-10-25/editorials/wente-wrong-wrecks-and-rankles/,"“The premise that the consumption of alcohol is the catalyst in the vast majority of campus sexual assaults is tenuous at best. There’s no doubt that sexual assaults would continue after an end to binge drinking, as the underlying gender dynamics and power imbalances would remain.”"
http://www.queensjournal.ca//story/2013-09-13/editorials/sign-starts-debate-campus-sexism/,“The sign that hung from a house in the Student Ghetto during frosh week which read “Dads: Winter isn’t the only thing coming” was undoubtedly misogynistic and therefore inappropriate. The fact that a group of people thought it would be acceptable to display the sign proves we have a long way to go as a university when it comes to gender and sex.”
http://www.queensjournal.ca//story/2014-02-28/editorials/newcomers-thrive/,"“It’s not surprising that the children of immigrants are attending university at higher rates than children from families that have been in Canada for many generations. This fact, however, shouldn’t kick off a rush to defund programs that help new immigrants.”"
http://www.queensjournal.ca//story/2014-10-31/editorials/talk-about-it-period/,"“As a biological necessity, menstruation has a long-standing history of being stigmatized. Misconceptions that label it as impure persist today in certain regions and religions."
http://www.queensjournal.ca//story/2015-10-19/editorials/address-the-probability-of-a-gender-wage-gap/,"However, even when these misconceptions aren’t present, there still exists a shame around the subject.”"
http://www.queensjournal.ca//story/2015-10-19/editorials/im-not-your-diversity-spokesperson/,"“By constantly asking us to educate others, the onus is placed on the less privileged to change the power imbalance, when instead, the responsibility should be on others to correct their own behaviour.”"
http://www.queensjournal.ca//story/2015-11-19/editorials/political-correctness-is-a-two-way-street/,"“Political correctness stems from a realization that we, as a society, condemn certain points of view as bigoted, prejudiced or racist."
http://www.queensjournal.ca//story/2015-09-10/editorials/know-where-to-draw-the-line/,"But it’s a highly nebulous term and in some cases, is used to censure not only attitudes that are discriminatory, but any opinions that someone might find disagreeable.”"
http://www.queensjournal.ca//story/2015-03-06/editorials/address-campus-racism-root/,“Diversifying Queen’s population and academic curriculum are critical to ensuring that unintentional discrimination and racism don’t persist on campus.”
http://www.queensjournal.ca//story/2015-01-14/editorials/university-and-societies-need-encourage-female-lea/,“Queen’s administration and student societies can help address the confidence gap that continues to stifle female participation in leadership roles.”
http://www.queensjournal.ca/story/2015-10-16/editorials/islamaphobia-is-more-than-veil-deep/,"“While many Canadians believe Islamophobia only happens elsewhere to other people, members of my family are shaving their beards and folding away their hijabs.”"
http://www.queensjournal.ca//story/2016-02-25/editorials/yes-im-aware-im-asian/,“Someone’s preference for a certain ethnicity doesn’t mean the people of that race should be flattered by the fact.
http://www.queensjournal.ca/story/2016-01-21/editorials/strong-isnt-the-new-skinny/,"When someone generalizes me and others like this, they’re assuming certain things about me that are based off of assumptions and prejudice — even if it doesn’t always appear that way."
http://www.queensjournal.ca//story/2016-02-08/editorials/is-there-room-for-trans-athletes-the-answer-is-up-to-queens/,
http://www.queensjournal.ca//story/2016-02-29/editorials/diversity-doesnt-belong-on-the-backburner/,"Yet here I was, expected to feel praised because, just in case I didn’t realize, I’m Asian. Not even a specific type of Asian. Just Asian”"
